P1	P2	chr	d_stat	z_score	admix_f	f_ci_lower	f_ci_upper
HdrR	HNI	18	-0.710383091520415	-6.2999733272818	-1.82481178948085	-3.32696592316263	-0.322657655799066
HdrR	HNI	19	-0.657725955755093	-10.8337779859931	-1.28997469904168	-1.93572803570735	-0.644221362376013
HdrR	HNI	20	-0.632335334062804	-4.31447037960073	-0.963638512304778	-1.88799167122074	-0.0392853533888168
HdrR	HNI	21	-0.888960326590661	-38.2261656307706	-3.65595164112214	-5.47091592577122	-1.84098735647306
HdrR	HNI	22	-0.583562049395346	-8.17409227856954	-0.632960114182985	-0.95381691039504	-0.312103317970931
HdrR	HNI	23	-0.783258315364054	-10.602074082683	-2.49429445377029	-4.08221401257442	-0.906374894966165
HdrR	HNI	24	-0.850344205252259	-18.1651595654175	-2.80711974336618	-4.60291425253994	-1.01132523419243
HdrR	HSOK	all	-0.790649975972568	-57.5725869237592	-1.8528038486662	-2.08846514746051	-1.6171425498719
HdrR	HSOK	1	-0.855922459533558	-23.4758680707044	-2.94540562423566	-4.30284576305004	-1.58796548542129
HdrR	HSOK	2	-0.885918950678014	-36.5661644953486	-4.07350152929298	-6.21842502182325	-1.9285780367627
HdrR	HSOK	3	-0.54803049394422	-4.57042433863336	-0.667868813217472	-1.14274464861773	-0.192992977817214
HdrR	HSOK	4	-0.869233206402673	-32.7116948316604	-2.78198173380711	-3.9616204227711	-1.60234304484313
HdrR	HSOK	5	-0.697524237499633	-10.0298837876397	-1.01068586165972	-1.54445698153481	-0.476914741784625
HdrR	HSOK	6	-0.688820308784512	-9.56474443771514	-0.956125696776694	-1.54851925127127	-0.363732142282121
HdrR	HSOK	7	-0.323452583250709	-2.33941826301256	-0.298095271550393	-0.59285754957291	-0.00333299352787514
HdrR	HSOK	8	-0.709271314112273	-10.1395235794096	-1.31126827097907	-2.04558394427876	-0.576952597679378
HdrR	HSOK	9	-0.587114415249549	-5.09367959210049	-0.900134139935476	-1.60394359557835	-0.1963246842926
HdrR	HSOK	10	-0.879005413355163	-24.337294324758	-4.28444954870703	-6.2355600002779	-2.33333909713617
HdrR	HSOK	11	-0.539403443874175	-5.83320040630022	-0.727044326491391	-1.16712675279913	-0.286961900183655
HdrR	HSOK	12	-0.822246694654435	-22.2465397011921	-2.24993966019554	-3.38465385953076	-1.11522546086032
HdrR	HSOK	13	-0.659204698570983	-6.13953891304587	-0.895892434489867	-1.5668988538616	-0.224886015118137
HdrR	HSOK	14	-0.880010902636647	-21.6550890271572	-3.33141999771713	-5.06335466410884	-1.59948533132541
HdrR	HSOK	15	-0.85520157760454	-17.2262144736873	-2.24037329639778	-3.46811600678204	-1.01263058601352
HdrR	HSOK	16	-0.784907218211824	-14.7117259815834	-1.4473243081398	-2.11858949110817	-0.776059125171427
HdrR	HSOK	17	-0.846814510989187	-12.1336377873944	-2.54963751386165	-4.68879011755948	-0.410484910163832
HdrR	HSOK	18	-0.737982707425907	-7.54432098853411	-1.90035018914449	-3.45980795738714	-0.34089242090185
HdrR	HSOK	19	-0.520035735532336	-3.073829081512	-0.77678905101361	-1.83416534321909	0.280587241191873
HdrR	HSOK	20	-0.742890344098598	-10.8247403978665	-1.14157441226379	-1.80546132787159	-0.477687496655982
HdrR	HSOK	21	-0.895193322253746	-38.4645708103827	-3.51948891256483	-5.26452570473401	-1.77445212039566
HdrR	HSOK	22	-0.712902802380137	-16.4660235542391	-0.820122662151722	-1.12431896060293	-0.515926363700511
HdrR	HSOK	23	-0.882084909153047	-27.5959486723847	-3.19411481819957	-4.89766080580986	-1.49056883058928
HdrR	HSOK	24	-0.897923481722586	-34.1149225022161	-3.07707716105358	-4.81648498940214	-1.33766933270503
HdrR	javanicus	all	-0.955905877681145	-458.043602832409	-3.98332161384322	-4.39268932964655	-3.57395389803989
HdrR	javanicus	1	-0.976831936198837	-479.338257678452	-7.66727268086986	-9.82116880980032	-5.5133765519394
HdrR	javanicus	2	-0.972042319918832	-148.05719292022	-8.32633529003596	-11.853383666833	-4.79928691323888
HdrR	javanicus	3	-0.935637475507246	-112.244401655911	-2.74526853905985	-3.85324679751766	-1.63729028060204
HdrR	javanicus	4	-0.96590965624292	-136.445561282042	-4.56912095839801	-6.80939820617165	-2.32884371062437
HdrR	javanicus	5	-0.947242566609058	-79.0831355620587	-3.14552512972014	-4.82748497249231	-1.46356528694797
HdrR	javanicus	6	-0.947880316563521	-63.6604119390001	-3.19098420851064	-5.38010817141287	-1.00186024560841
HdrR	javanicus	7	-0.914920797515208	-87.158079420506	-1.85531470221719	-2.4854470573643	-1.22518234707008
HdrR	javanicus	8	-0.893659575859713	-37.4970498696631	-1.97227850245341	-3.06266928007886	-0.881887724827962
HdrR	javanicus	9	-0.934969356497121	-99.7768393631573	-3.08103200730213	-4.39646983375458	-1.76559418084968
HdrR	javanicus	10	-0.975982197899031	-231.004731960532	-7.011005832784	-9.48729125016541	-4.53472041540258
HdrR	javanicus	11	-0.912437787593731	-69.7719919292793	-1.92293730435498	-2.72043450187388	-1.12544010683609
HdrR	javanicus	12	-0.960777257490006	-150.147838586865	-5.58667927378794	-8.47008111819158	-2.7032774293843
HdrR	javanicus	13	-0.920390526406316	-74.3096624885513	-1.87810009971735	-2.63824646016119	-1.11795373927352
HdrR	javanicus	14	-0.965740609304438	-129.334785253184	-5.25294346932763	-7.85286318320339	-2.65302375545187
HdrR	javanicus	15	-0.934104873086371	-80.2011400058111	-2.5381496524659	-3.52238404503576	-1.55391525989603
HdrR	javanicus	16	-0.949008502772659	-73.9403810846706	-3.52831981920011	-4.8088177793016	-2.24782185909863
HdrR	javanicus	17	-0.954104875508944	-77.1600778859616	-2.94036354551489	-4.33212676796916	-1.54860032306062
HdrR	javanicus	18	-0.953394256897222	-120.859057021073	-4.90532999249062	-6.9184670462825	-2.89219293869874
HdrR	javanicus	19	-0.954640576528428	-164.240292759364	-4.19035528131656	-5.49063612305402	-2.8900744395791
HdrR	javanicus	20	-0.9517474474172	-68.4751559941707	-3.07261782620222	-4.81821372248274	-1.3270219299217
HdrR	javanicus	21	-0.974907804161124	-261.858223919989	-7.6797002420162	-10.4669018419597	-4.89249864207272
HdrR	javanicus	22	-0.912189254544238	-48.0204239182312	-1.67554237624191	-2.42586150283111	-0.925223249652707
HdrR	javanicus	23	-0.979655024517511	-291.496447367487	-7.78930352122892	-10.8472556672819	-4.73135137517594
HdrR	javanicus	24	-0.948994781856195	-60.1147128838444	-3.73450922612697	-6.25569914827955	-1.21331930397439
HdrR	melastigma	all	-0.940306039824329	-339.605922233014	-3.47139340532702	-3.80614376989338	-3.13664304076067
HdrR	melastigma	1	-0.969980970226467	-202.20729633167	-6.62819174323782	-8.53585511236857	-4.72052837410707
HdrR	melastigma	2	-0.955704763614199	-134.236340111071	-7.49628563480041	-10.3711374577046	-4.62143381189617
HdrR	melastigma	3	-0.9195474330625	-70.1540864563089	-2.36281005495343	-3.36559538849347	-1.36002472141339
HdrR	melastigma	4	-0.966240252840849	-194.984464286215	-4.89959132369655	-6.91939094476836	-2.87979170262473
HdrR	melastigma	5	-0.941563760610037	-70.3230455014039	-3.28090932712984	-4.85305755441295	-1.70876109984672
HdrR	melastigma	6	-0.932543598128177	-56.2179222278719	-2.97679950301352	-4.62348953882657	-1.33010946720046
HdrR	melastigma	7	-0.891778445836996	-62.2876108113861	-1.60924088984296	-2.05185382978421	-1.16662794990171
HdrR	melastigma	8	-0.914437242789889	-45.3324010167314	-2.34326123988246	-3.40193404051585	-1.28458843924907
HdrR	melastigma	9	-0.91406817336209	-76.6134176432089	-2.74751224018498	-3.74163488998692	-1.75338959038303
HdrR	melastigma	10	-0.969422204325473	-239.935442337761	-7.27270494227	-9.76726544421723	-4.77814444032276
HdrR	melastigma	11	-0.889569394506408	-51.4327217161266	-1.85421118859812	-2.4724946143449	-1.23592776285135
HdrR	melastigma	12	-0.915573824229611	-49.2134156405964	-2.84940763328961	-4.58125150293109	-1.11756376364813
HdrR	melastigma	13	-0.893434472590044	-53.4984094838859	-1.75405846989564	-2.42531623128732	-1.08280070850395
HdrR	melastigma	14	-0.933430490927522	-57.8165919430396	-3.6072136777638	-5.47741790050571	-1.7370094550219
HdrR	melastigma	15	-0.938604037346454	-95.2453325905795	-2.65276675265362	-3.57413244394852	-1.73140106135872
HdrR	melastigma	16	-0.916281872561253	-45.7381569059807	-2.54930855390052	-3.67989392934087	-1.41872317846017
HdrR	melastigma	17	-0.952740591383942	-80.1878803899429	-3.76742475951012	-5.98484248615557	-1.55000703286466
HdrR	melastigma	18	-0.924100203307128	-68.0970617591949	-3.93346124652108	-5.49470015558551	-2.37222233745665
HdrR	melastigma	19	-0.920709944982677	-66.1839469547241	-2.80247393303306	-3.91001038506456	-1.69493748100156
HdrR	melastigma	20	-0.903841342266106	-33.1497597118936	-2.02257549845776	-3.07499220885038	-0.970158788065146
HdrR	melastigma	21	-0.967572190132711	-131.493169000485	-5.73516245080803	-8.31923647119814	-3.15108843041792
HdrR	melastigma	22	-0.877623097524392	-37.7318729420938	-1.45659343508307	-2.00866246276455	-0.904524407401578
HdrR	melastigma	23	-0.961378411512943	-72.5001637206658	-6.06876739883998	-9.65295684574046	-2.48457795193949
HdrR	melastigma	24	-0.934194248236406	-64.6081120363692	-3.30796963538038	-5.11191363111642	-1.50402563964433
HNI	HdrR	all	0.770880469055354	53.5517868314081	0.652474473098562	0.623429607305991	0.681519338891133
HNI	HdrR	1	0.868376157957604	29.322192854921	0.77859174230282	0.713676482055238	0.843507002550403
HNI	HdrR	2	0.786253190767001	10.5572769875463	0.741593525844382	0.612084516068167	0.871102535620597
HNI	HdrR	3	0.569156553076428	6.32264708595155	0.417875379945195	0.281701715758936	0.554049044131453
HNI	HdrR	4	0.85730537494201	25.2865127497915	0.753580768066474	0.672335892613242	0.834825643519706
HNI	HdrR	5	0.692748761756911	8.13430657752392	0.503486984271209	0.3430495404542	0.663924428088218
HNI	HdrR	6	0.574793710857154	6.69780758397289	0.430470941750905	0.290327036405038	0.570614847096772
HNI	HdrR	7	0.517616617862055	6.40362276125499	0.35288118786036	0.25107549810432	0.4546868776164
HNI	HdrR	8	0.773301427740438	9.96286464268268	0.627039678926988	0.448270125212627	0.805809232641349
HNI	HdrR	9	0.589345305682494	4.99478959023479	0.477673092785779	0.292226408954793	0.663119776616766
HNI	HdrR	10	0.932131193860307	70.6230860266793	0.86372092664243	0.823928317975082	0.903513535309778
HNI	HdrR	11	0.535065093188389	4.43509844871692	0.389337700741889	0.203075085634054	0.575600315849724
HNI	HdrR	12	0.825998204617616	26.1152635611197	0.709779379091779	0.595262811362718	0.82429594682084
HNI	HdrR	13	0.506136985015088	4.53055774267553	0.390214915540094	0.220519398426633	0.559910432653555
HNI	HdrR	14	0.878384718078483	32.6686674419626	0.775527935895076	0.684436292081411	0.866619579708741
HNI	HdrR	15	0.735947662582613	10.4543313590842	0.623509383564649	0.494555707571542	0.752463059557757
HNI	HdrR	16	0.66992552633405	9.96833118899065	0.5340893854512	0.415147936805398	0.653030834097002
HNI	HdrR	17	0.874932080330913	14.5517404010273	0.748446432022147	0.58094583304522	0.915947030999073
HNI	HdrR	18	0.710383091520415	6.2999733272818	0.64599411411272	0.446083807485458	0.845904420739982
HNI	HdrR	19	0.657725955755093	10.8337779859931	0.563313952587125	0.444305672083826	0.682322233090424
HNI	HdrR	20	0.632335334062804	4.31447037960073	0.490741297986526	0.253072037073781	0.728410558899272
HNI	HdrR	21	0.888960326590661	38.2261656307706	0.785221136927662	0.70623209722393	0.864210176631394
HNI	HdrR	22	0.583562049395346	8.17409227856954	0.387615171176225	0.264053272652974	0.511177069699475
HNI	HdrR	23	0.783258315364054	10.602074082683	0.71381919491043	0.589730077436003	0.837908312384858
HNI	HdrR	24	0.850344205252259	18.1651595654175	0.737334240210732	0.609622163129415	0.86504631729205
HNI	HSOK	all	0.219163134482739	9.07852024775849	0.035297180370631	0.0279697625444591	0.0426245981968028
HNI	HSOK	1	0.574641478388177	11.0600508821142	0.10048687656741	0.0766831164762654	0.124290636658554
HNI	HSOK	2	0.245122653713806	3.45237319163395	0.0418609712848137	0.0170117228495486	0.0667102197200787
HNI	HSOK	3	-0.0657019828617036	-1.85904100472386	-0.010048119639364	-0.0214330686768316	0.0013368293981035
HNI	HSOK	4	0.41884257591385	4.04420514478082	0.0685889264684723	0.038401529317361	0.0987763236195835
HNI	HSOK	5	-0.0201663152624285	-0.486759728221263	-0.00353833567734597	-0.0150051774507296	0.00792850609603763
HNI	HSOK	6	-0.176009424651075	-3.74778286020488	-0.0332945976665241	-0.0573954499606149	-0.00919374537243324
HNI	HSOK	7	-0.100064181826852	-1.04713995526538	-0.025164626259525	-0.074222963362439	0.0238937108433889
HNI	HSOK	8	0.0521244805659382	0.839696122190635	0.00793769317014632	-0.00908994524602124	0.0249653315863139
HNI	HSOK	9	-0.143615052765248	-3.92412418018751	-0.0296693218034365	-0.0482634733313886	-0.0110751702754844
HNI	HSOK	10	0.695120994799083	22.1907696062266	0.101637358525811	0.0822416519323691	0.121033065119254
HNI	HSOK	11	-0.100980897985723	-2.78288594535404	-0.0176724870986679	-0.0303074976175347	-0.00503747657980111
HNI	HSOK	12	-0.0996006575016425	-1.80755740891355	-0.0158550282646606	-0.0329603482434626	0.00125029171414139
HNI	HSOK	13	-0.0735209407651047	-1.28834506087806	-0.0100642301766498	-0.0257596842174778	0.00563122386417828
HNI	HSOK	14	0.0445678128846408	0.6952725472223	0.0056821729533337	-0.00736644317679927	0.0187307890834667
HNI	HSOK	15	0.271167133660761	3.35682662796818	0.0317066672405956	0.0109087539148363	0.0525045805663549
HNI	HSOK	16	0.194918894341731	2.12479537615728	0.0309992986867323	0.00352489144876967	0.058473705924695
HNI	HSOK	17	0.345172544915559	2.29565657935584	0.0387932436791584	0.0106743090098174	0.0669121783484995
HNI	HSOK	18	0.131270687866885	2.22770190904934	0.0261076444956105	0.00839184376814255	0.0438234452230785
HNI	HSOK	19	0.165511898627381	2.88839479449559	0.0358117018130155	0.0108219540923595	0.0608014495336715
HNI	HSOK	20	0.230991144774347	2.10517765288633	0.0446536976999983	0.00667665547030383	0.0826307399296927
HNI	HSOK	21	0.456600858292779	4.59653299790579	0.0793423732763914	0.04608614921722	0.112598597335563
HNI	HSOK	22	-0.135295116035423	-1.94500605543174	-0.0226003341843063	-0.045839420590161	0.000638752221548411
HNI	HSOK	23	0.273451238752241	1.34972324531635	0.0423093546990552	-0.00956660057300672	0.0941853099711172
HNI	HSOK	24	0.0853221336011897	0.872470350296302	0.0108188315409441	-0.0118062436856749	0.0334439067675631
HNI	javanicus	all	-0.775148266415765	-114.035294690408	-0.322900445159008	-0.353537194237723	-0.292263696080293
HNI	javanicus	1	-0.669137569494323	-30.469446506096	-0.150566272671908	-0.182384770577055	-0.118747774766761
HNI	javanicus	2	-0.757544212641884	-22.3944036331992	-0.286768324442294	-0.418015651906645	-0.155520996977944
HNI	javanicus	3	-0.834737893089087	-79.8108276220621	-0.597238444619187	-0.673457996150554	-0.521018893087821
HNI	javanicus	4	-0.687898580298038	-20.8540042010686	-0.184708548635032	-0.244156759739495	-0.125260337530569
HNI	javanicus	5	-0.854741978811991	-65.0692858673045	-0.640251442765665	-0.711252655722699	-0.56925022980863
HNI	javanicus	6	-0.86932196490914	-86.7667882399252	-0.633728505837801	-0.678100067110246	-0.589356944565357
HNI	javanicus	7	-0.823118660698751	-56.8465415625269	-0.573536382289285	-0.649213449118655	-0.497859315459916
HNI	javanicus	8	-0.766121636390051	-20.2036761390497	-0.397322260061749	-0.645565482983496	-0.149079037140002
HNI	javanicus	9	-0.820897525082614	-83.840836941199	-0.571516346600962	-0.629475856648915	-0.513556836553009
HNI	javanicus	10	-0.702889666319704	-19.2014995416761	-0.176576769939301	-0.239543817383392	-0.11360972249521
HNI	javanicus	11	-0.848908608955646	-60.1610466265369	-0.760887689332219	-0.880550089080733	-0.641225289583704
HNI	javanicus	12	-0.845840671946879	-61.5065175954348	-0.637959283646462	-0.764696329849226	-0.511222237443698
HNI	javanicus	13	-0.824833727566228	-46.4089789230058	-0.578008768253271	-0.67601043250857	-0.480007103997972
HNI	javanicus	14	-0.840848226242124	-58.3393021943825	-0.427776914921236	-0.580906814259294	-0.274647015583178
HNI	javanicus	15	-0.759408496273039	-26.3332375722788	-0.316550802302051	-0.440772437645285	-0.192329166958817
HNI	javanicus	16	-0.717634086512321	-11.4257421800754	-0.299323647390858	-0.433420522703623	-0.165226772078092
HNI	javanicus	17	-0.805076369699641	-18.0888487951262	-0.38926636708873	-0.700194332703534	-0.0783384014739254
HNI	javanicus	18	-0.804412166583663	-20.4387561390353	-0.431207226544151	-0.702777237425427	-0.159637215662875
HNI	javanicus	19	-0.805240255358629	-19.1825715329873	-0.403646541105457	-0.656627289676243	-0.15066579253467
HNI	javanicus	20	-0.736029573061035	-20.9691654683813	-0.264571482837492	-0.378935375052077	-0.150207590622906
HNI	javanicus	21	-0.698105961112009	-17.9006758006148	-0.174912615778277	-0.242402883363119	-0.107422348193435
HNI	javanicus	22	-0.820363987284846	-45.0641428191166	-0.568202086693408	-0.628299173033144	-0.508105000353672
HNI	javanicus	23	-0.616393211005089	-19.5219546339269	-0.110237493404436	-0.141902104475319	-0.0785728823335533
HNI	javanicus	24	-0.760879152127853	-23.1761710864088	-0.329579122365856	-0.460162076381512	-0.198996168350199
HNI	melastigma	all	-0.653047845399895	-50.9248678661954	-0.240080438879967	-0.265166664557762	-0.214994213202172
HNI	melastigma	1	-0.587042539152644	-14.0547938856297	-0.134576619421058	-0.165728046846203	-0.103425191995912
HNI	melastigma	2	-0.521807780933092	-5.66599549208505	-0.168957102953698	-0.269759367051832	-0.068154838855564
HNI	melastigma	3	-0.799496815854692	-38.5970352850278	-0.539931982275381	-0.614507615523837	-0.465356349026925
HNI	melastigma	4	-0.508356818152367	-7.58323235086285	-0.116900648873552	-0.170986999602261	-0.0628142981448425
HNI	melastigma	5	-0.810148236382798	-61.5939014282711	-0.524222162191267	-0.576218645648891	-0.472225678733643
HNI	melastigma	6	-0.773979166634981	-21.5469923956071	-0.468976130543024	-0.559474646312295	-0.378477614773752
HNI	melastigma	7	-0.756579981250292	-32.2928570626384	-0.494660900745861	-0.569600074706759	-0.419721726784964
HNI	melastigma	8	-0.656572586857266	-9.68640607307967	-0.312242766651031	-0.478424961172383	-0.14606057212968
HNI	melastigma	9	-0.751171875496274	-31.7305814311767	-0.45576008171916	-0.514490315414444	-0.397029848023877
HNI	melastigma	10	-0.461375371202196	-4.99496586655403	-0.0938022043454773	-0.151371590279086	-0.0362328184118682
HNI	melastigma	11	-0.760745287876345	-15.6002295912957	-0.521727831109176	-0.72017349731528	-0.323282164903071
HNI	melastigma	12	-0.710271696304144	-15.4630248413807	-0.382538823095121	-0.499229379285809	-0.265848266904433
HNI	melastigma	13	-0.766708939649578	-32.6183027386223	-0.484829435792136	-0.566292799910969	-0.403366071673303
HNI	melastigma	14	-0.680352814009534	-13.8824047917426	-0.318685185052979	-0.442032576281383	-0.195337793824574
HNI	melastigma	15	-0.67014232585003	-9.50025586756736	-0.254495291232156	-0.400715834562522	-0.108274747901789
HNI	melastigma	16	-0.630929332809918	-15.9697112333989	-0.234902165561624	-0.325134470662356	-0.144669860460891
HNI	melastigma	17	-0.463877148265291	-2.72919310294705	-0.125444731565026	-0.28577649072038	0.0348870275903269
HNI	melastigma	18	-0.610087321260767	-6.13780166635269	-0.264312935226894	-0.457211386584297	-0.0714144838694916
HNI	melastigma	19	-0.615482270453954	-7.83784757039153	-0.234668535791101	-0.368614035365678	-0.100723036216523
HNI	melastigma	20	-0.612619793325635	-15.4647212737291	-0.208700253642854	-0.271853319007531	-0.145547188278178
HNI	melastigma	21	-0.61894357657434	-12.598975823769	-0.1580856153857	-0.220297174093254	-0.0958740566781457
HNI	melastigma	22	-0.684072050242728	-10.4819926902752	-0.345273630680689	-0.537371327120101	-0.153175934241276
HNI	melastigma	23	-0.496518500457921	-11.080576849514	-0.0948917162367708	-0.121226289149417	-0.0685571433241244
HNI	melastigma	24	-0.645886234858406	-13.4483344566659	-0.25224535867088	-0.357359144635436	-0.147131572706324
HSOK	HdrR	all	0.790649975972568	57.5725869237592	0.649467663026486	0.620515533957709	0.678419792095264
HSOK	HdrR	1	0.855922459533558	23.4758680707044	0.746540636061031	0.662238170617623	0.83084310150444
HSOK	HdrR	2	0.885918950678014	36.5661644953486	0.802897467513062	0.720696058158019	0.885098876868105
HSOK	HdrR	3	0.54803049394422	4.57042433863336	0.400432460829513	0.238050442493267	0.562814479165759
HSOK	HdrR	4	0.869233206402673	32.7116948316604	0.735588358066088	0.654730307087449	0.816446409044728
HSOK	HdrR	5	0.697524237499633	10.0298837876397	0.502657267816788	0.366410681438631	0.638903854194946
HSOK	HdrR	6	0.688820308784512	9.56474443771514	0.488785407988965	0.340243910692555	0.637326905285375
HSOK	HdrR	7	0.323452583250709	2.33941826301256	0.229640518753573	0.0591697545313446	0.400111282975802
HSOK	HdrR	8	0.709271314112273	10.1395235794096	0.567337114191252	0.425630263080293	0.709043965302211
HSOK	HdrR	9	0.587114415249549	5.09367959210049	0.473721365780019	0.290882124913194	0.656560606646844
HSOK	HdrR	10	0.879005413355163	24.337294324758	0.810765531815007	0.742755136528609	0.878775927101406
HSOK	HdrR	11	0.539403443874175	5.83320040630022	0.420976066067992	0.277089653217241	0.564862478918744
HSOK	HdrR	12	0.822246694654435	22.2465397011921	0.69230197955742	0.583792089480868	0.800811869633971
HSOK	HdrR	13	0.659204698570983	6.13953891304587	0.472543915568146	0.29662819357712	0.648459637559173
HSOK	HdrR	14	0.880010902636647	21.6550890271572	0.769128830608196	0.673820860005594	0.864436801210797
HSOK	HdrR	15	0.85520157760454	17.2262144736873	0.691393580760689	0.575916573355177	0.806870588166202
HSOK	HdrR	16	0.784907218211824	14.7117259815834	0.591390484426604	0.479041457184233	0.703739511668976
HSOK	HdrR	17	0.846814510989187	12.1336377873944	0.718281093183484	0.522922260897196	0.913639925469772
HSOK	HdrR	18	0.737982707425907	7.54432098853411	0.655214048378425	0.458329118916694	0.852098977840155
HSOK	HdrR	19	0.520035735532336	3.073829081512	0.437186986587109	0.159567888356714	0.714806084817505
HSOK	HdrR	20	0.742890344098598	10.8247403978665	0.533053815793898	0.382457601895585	0.683650029692212
HSOK	HdrR	21	0.895193322253746	38.4645708103827	0.778736043091099	0.698271688034775	0.859200398147424
HSOK	HdrR	22	0.712902802380137	16.4660235542391	0.450586479255297	0.356885981861446	0.544286976649147
HSOK	HdrR	23	0.882084909153047	27.5959486723847	0.761570666673051	0.668132681549497	0.855008651796605
HSOK	HdrR	24	0.897923481722586	34.1149225022161	0.754726251062272	0.646939026258255	0.862513475866289
HSOK	HNI	all	-0.219163134482739	-9.07852024775849	-0.0365886567888253	-0.044461000665708	-0.0287163129119425
HSOK	HNI	1	-0.574641478388177	-11.0600508821142	-0.111712518638913	-0.141143246444607	-0.0822817908332181
HSOK	HNI	2	-0.245122653713806	-3.45237319163395	-0.0436898717516465	-0.0706870148948861	-0.0166927286084069
HSOK	HNI	3	0.0657019828617036	1.85904100472386	0.00994815934408322	-0.00121790707209572	0.0211142257602622
HSOK	HNI	4	-0.41884257591385	-4.04420514478082	-0.0736398013912496	-0.108323231502198	-0.0389563712803015
HSOK	HNI	5	0.0201663152624285	0.486759728221263	0.00352586000111071	-0.00785603600726048	0.0149077560094819
HSOK	HNI	6	0.176009424651075	3.74778286020488	0.0322217862570005	0.00950659969810731	0.0549369728158937
HSOK	HNI	7	0.100064181826852	1.04713995526538	0.0245469123835672	-0.022016878813107	0.0711107035802414
HSOK	HNI	8	-0.0521244805659382	-0.839696122190635	-0.00800120427467031	-0.0252899158730822	0.00928750732374155
HSOK	HNI	9	0.143615052765248	3.92412418018751	0.0288144175758015	0.0112346843365567	0.0463941508150462
HSOK	HNI	10	-0.695120994799083	-22.1907696062266	-0.113136225654962	-0.137158449376904	-0.0891140019330196
HSOK	HNI	11	0.100980897985723	2.78288594535404	0.0173655938651258	0.0051645211712228	0.0295666665590288
HSOK	HNI	12	0.0996006575016425	1.80755740891355	0.0156075698042712	-0.000949768560383929	0.0321649081689264
HSOK	HNI	13	0.0735209407651047	1.28834506087806	0.00996395068350222	-0.00538076499857381	0.0253086663655782
HSOK	HNI	14	-0.0445678128846408	-0.6952725472223	-0.00571464455204524	-0.0188936866304505	0.00746439752635997
HSOK	HNI	15	-0.271167133660761	-3.35682662796818	-0.0327448988523335	-0.0548575585350524	-0.0106322391696147
HSOK	HNI	16	-0.194918894341731	-2.12479537615728	-0.031990997163077	-0.0611386968036238	-0.0028432975225302
HSOK	HNI	17	-0.345172544915559	-2.29565657935584	-0.0403588961730203	-0.0705606742974947	-0.0101571180485459
HSOK	HNI	18	-0.131270687866885	-2.22770190904934	-0.0268075258503175	-0.0454478121645884	-0.00816723953604654
HSOK	HNI	19	-0.165511898627381	-2.88839479449559	-0.037141813357779	-0.0638506579568067	-0.0104329687587512
HSOK	HNI	20	-0.230991144774347	-2.10517765288633	-0.0467408494621209	-0.0880614233654248	-0.00542027555881711
HSOK	HNI	21	-0.456600858292779	-4.59653299790579	-0.0861801075376426	-0.12539402460218	-0.0469661904731053
HSOK	HNI	22	0.135295116035423	1.94500605543174	0.0221008476418442	-0.000178796046030112	0.0443804913297184
HSOK	HNI	23	-0.273451238752241	-1.34972324531635	-0.0441785193440622	-0.101455749219798	0.0130987105316731
HSOK	HNI	24	-0.0853221336011897	-0.872470350296302	-0.0109371588197515	-0.0340075197877066	0.0121332021482036
HSOK	javanicus	all	-0.821183832187726	-225.537164833407	-0.47721653136511	-0.497553028296035	-0.456880034434186
